Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6937;
2;0.6656;
3;0.6519;
4;0.6519;
5;0.6667;
6;0.6986;
7;0.8328;
8;0.8979;
9;0.892;
10;0.8305;
11;0.7489;
12;0.7169;
13;0.695;
14;0.6946;
15;0.6909;
16;0.7134;
17;0.7508;
18;0.8303;
19;0.8964;
20;0.8979;
21;0.7909;
22;0.7505;
23;0.7182;
24;0.6765;
