Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6547;
2;0.6294;
3;0.6025;
4;0.6002;
5;0.6273;
6;0.6839;
7;0.7651;
8;0.8143;
9;0.7797;
10;0.7183;
11;0.6613;
12;0.658;
13;0.647;
14;0.658;
15;0.6839;
16;0.6839;
17;0.7823;
18;0.9028;
19;1.0804;
20;1.0406;
21;0.913;
22;0.8017;
23;0.7489;
24;0.6998;
