Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.0902;
2;0.0898;
3;0.0812;
4;0.0853;
5;0.0898;
6;0.1036;
7;0.1157;
8;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-12-22
9;0.1847;
10;0.3911;
11;0.4305;
12;0.4871;
13;0.5215;
14;0.5658;
15;0.5843;
16;0.6385;
17;0.6411;
18;0.6411;
19;0.6396;
20;0.6482;
21;0.6385;
22;0.6027;
23;0.5724;
24;0.4806;
