Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6928;
2;0.6594;
3;0.6519;
4;0.6513;
5;0.6642;
6;0.6924;
7;0.8292;
8;0.9042;
9;0.9435;
10;0.9155;
11;0.8512;
12;0.8364;
13;0.8271;
14;0.8271;
15;0.8364;
16;0.8688;
17;0.8967;
18;0.8532;
19;0.8089;
20;0.7684;
21;0.7654;
22;0.6928;
23;0.6519;
24;0.626;
