Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.705;
2;0.6724;
3;0.6487;
4;0.6287;
5;0.6223;
6;0.6162;
7;0.6335;
8;0.6888;
9;0.7255;
10;0.7331;
11;0.7031;
12;0.6769;
13;0.6617;
14;0.6681;
15;0.6744;
16;0.6777;
17;0.6935;
18;0.655;
19;0.6343;
20;0.5916;
21;0.524;
22;0.4797;
23;0.3752;
24;0.246;
