Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.4973;
2;0.4465;
3;0.4465;
4;0.4804;
5;0.5043;
6;0.5782;
7;0.7532;
8;0.8357;
9;0.8979;
10;0.8532;
11;0.7995;
12;0.7826;
13;0.7872;
14;0.7995;
15;0.8532;
16;0.9559;
17;0.9631;
18;0.9951;
19;0.9568;
20;0.9315;
21;0.8531;
22;0.7446;
23;0.7133;
24;0.6494;
