Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5395;
2;0.508;
3;0.508;
4;0.508;
5;0.508;
6;0.5756;
7;0.7544;
8;0.7957;
9;0.7478;
10;0.7129;
11;0.6458;
12;0.597;
13;0.5609;
14;0.5802;
15;0.5743;
16;0.6048;
17;0.6507;
18;0.755;
19;0.8241;
20;1.0454;
21;0.9448;
22;0.7426;
23;0.6519;
24;0.5781;
