Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5264;
2;0.5535;
3;0.5542;
4;0.5707;
5;0.5756;
6;0.6876;
7;0.861;
8;0.9446;
9;0.738;
10;0.5954;
11;0.4681;
12;0.4305;
13;0.3936;
14;0.4589;
15;0.5215;
16;0.615;
17;0.8364;
18;1.2177;
19;1.7368;
20;1.8456;
21;1.0381;
22;0.7257;
23;0.6224;
24;0.5756;
