Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6736;
2;0.6523;
3;0.6408;
4;0.6495;
5;0.6577;
6;0.6814;
7;0.8422;
8;0.931;
9;0.833;
10;0.6429;
11;0.3764;
12;0.1845;
13;0.1292;
14;0.1599;
15;0.3271;
16;0.5067;
17;0.6742;
18;0.8566;
19;0.9851;
20;0.9434;
21;0.7995;
22;0.7134;
23;0.6883;
24;0.6492;
