Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6801;
2;0.6486;
3;0.6334;
4;0.6315;
5;0.6458;
6;0.6849;
7;0.7948;
8;0.8979;
9;0.8979;
10;0.7946;
11;0.7373;
12;0.7074;
13;0.6862;
14;0.6888;
15;0.7373;
16;0.8241;
17;1.0086;
18;1.1577;
19;1.1536;
20;1.0394;
21;0.8264;
22;0.7381;
23;0.7373;
24;0.6671;
