Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6653;
2;0.6273;
3;0.6178;
4;0.615;
5;0.6322;
6;0.6796;
7;0.7829;
8;0.8918;
9;0.7675;
10;0.5659;
11;0.3493;
12;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-04-02
13;0.0948;
14;0.063;
15;0.0876;
16;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-04-02
17;0.3287;
18;0.5535;
19;0.7675;
20;0.9225;
21;0.8315;
22;0.6796;
23;0.7009;
24;0.6753;
