Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7711;
2;0.7565;
3;0.7405;
4;0.738;
5;0.7431;
6;0.7531;
7;0.7823;
8;0.8241;
9;0.8536;
10;0.8143;
11;0.7596;
12;0.7257;
13;0.707;
14;0.7134;
15;0.7186;
16;0.8012;
17;0.8978;
18;0.9819;
19;0.9742;
20;0.9428;
21;0.9004;
22;0.8364;
23;0.7982;
24;0.754;
