Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.2892;
2;0.2337;
3;0.1946;
4;0.185;
5;0.1857;
6;0.1898;
7;0.2223;
8;0.3014;
9;0.4452;
10;0.5262;
11;0.5289;
12;0.5313;
13;0.5633;
14;0.6052;
15;0.6052;
16;0.6052;
17;0.6208;
18;0.6208;
19;0.6076;
20;0.5931;
21;0.5633;
22;0.5021;
23;0.3813;
24;0.246;
