Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6473;
2;0.6002;
3;0.5795;
4;0.5781;
5;0.5781;
6;0.5855;
7;0.5931;
8;0.5904;
9;0.5571;
10;0.4588;
11;0.3638;
12;0.2662;
13;0.246;
14;0.2841;
15;0.4316;
16;0.5535;
17;0.6765;
18;0.7749;
19;0.7626;
20;0.7344;
21;0.6639;
22;0.6235;
23;0.5904;
24;0.5166;
