Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7336;
2;0.7048;
3;0.6945;
4;0.69;
5;0.6984;
6;0.7319;
7;0.8773;
8;1.0922;
9;1.0455;
10;0.8978;
11;0.819;
12;0.7714;
13;0.7442;
14;0.738;
15;0.7491;
16;0.797;
17;0.9225;
18;1.0086;
19;1.0592;
20;0.9827;
21;0.8861;
22;0.7845;
23;0.7761;
24;0.7366;
