Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7565;
2;0.6876;
3;0.6588;
4;0.6397;
5;0.6584;
6;0.7257;
7;1.0578;
8;1.1113;
9;0.8958;
10;0.7392;
11;0.6125;
12;0.5178;
13;0.4428;
14;0.4265;
15;0.5288;
16;0.6027;
17;0.7503;
18;1.1673;
19;2.1156;
20;2.6076;
21;2.0772;
22;1.0326;
23;0.7626;
24;0.685;
