Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6978;
2;0.6808;
3;0.6516;
4;0.6396;
5;0.6449;
6;0.6735;
7;0.7731;
8;0.8302;
9;0.9225;
10;0.9328;
11;0.906;
12;0.8876;
13;0.8856;
14;0.8675;
15;0.8856;
16;0.9225;
17;0.974;
18;0.8826;
19;0.8241;
20;0.7993;
21;0.7658;
22;0.7154;
23;0.6894;
24;0.6075;
