Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6846;
2;0.6199;
3;0.612;
4;0.6125;
5;0.615;
6;0.6347;
7;0.7261;
8;0.7113;
9;0.643;
10;0.5695;
11;0.4077;
12;0.3266;
13;0.246;
14;0.1613;
15;0.1599;
16;0.3075;
17;0.492;
18;0.6273;
19;0.7394;
20;0.8905;
21;0.9594;
22;0.7491;
23;0.6827;
24;0.6068;
