Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6116;
2;0.5828;
3;0.5732;
4;0.5781;
5;0.5806;
6;0.5855;
7;0.6101;
8;0.6061;
9;0.5814;
10;0.4563;
11;0.2768;
12;0.123;
13;0.123;Brak danych ENEA, przyjąłem stawkę z poprzedniej godziny
14;0.123;Brak danych ENEA, przyjąłem stawkę z poprzedniej godziny
15;0.123;Brak danych ENEA, przyjąłem stawkę z poprzedniej godziny
16;0.2097;
17;0.4772;
18;0.7306;
19;0.8856;
20;0.9717;
21;0.8749;
22;0.7144;
23;0.6236;
24;0.5802;
