Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7461;
2;0.7269;
3;0.7257;
4;0.7312;
5;0.7405;
6;0.7649;
7;0.8979;
8;1.0086;
9;1.0307;
10;0.8389;
11;0.7734;
12;0.7348;
13;0.7011;
14;0.7221;
15;0.7503;
16;0.8125;
17;0.9802;
18;1.0455;
19;1.0106;
20;1.0232;
21;0.9378;
22;0.8487;
23;0.8484;
24;0.7967;
