Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6864;
2;0.6535;
3;0.6396;
4;0.6396;
5;0.6481;
6;0.7069;
7;0.8472;
8;0.8882;
9;0.7958;
10;0.7091;
11;0.6437;
12;0.5998;
13;0.5581;
14;0.5486;
15;0.5533;
16;0.6397;
17;0.7184;
18;0.861;
19;1.0947;
20;1.0826;
21;0.9397;
22;0.7896;
23;0.7331;
24;0.6667;
