Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.552;
2;0.5374;
3;0.5289;
4;0.5198;
5;0.5313;
6;0.5904;
7;0.7129;
8;0.8237;
9;0.854;
10;0.7511;
11;0.6583;
12;0.6577;
13;0.6742;
14;0.7503;
15;0.8656;
16;0.9716;
17;1.0085;
18;0.9018;
19;0.8979;
20;0.8915;
21;0.8044;
22;0.7109;
23;0.7036;
24;0.6519;
