Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7342;
2;0.6568;
3;0.641;
4;0.6396;
5;0.6582;
6;0.7342;
7;0.9969;
8;0.7842;
9;0.5752;
10;0.3862;
11;0.123;
12;0.1195;
13;0.1195;
14;0.1195;
15;0.1242;
16;0.4501;
17;0.6765;
18;0.8143;
19;0.9717;
20;0.9531;
21;0.8049;
22;0.7134;
23;0.7223;
24;0.6705;
