Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.0984;
2;0.0984;
3;0.08;
4;0.0615;
5;0.029;
6;0.0331;
7;-0.0369;
8;-0.0615;
9;-0.123;
10;-0.2017;
11;-0.203;
12;-0.203;
13;-0.123;
14;0.0492;
15;0.0876;
16;0.1179;
17;0.123;
18;0.123;
19;0.1292;
20;0.123;
21;0.123;
22;0.1216;
23;0.121;
24;0.08;
