Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6632;
2;0.6458;
3;0.6326;
4;0.6347;
5;0.6535;
6;0.695;
7;0.8364;
8;0.9343;
9;0.9889;
10;0.9762;
11;0.9288;
12;0.8868;
13;0.8659;
14;0.8659;
15;0.861;
16;0.8745;
17;0.9156;
18;0.8655;
19;0.8204;
20;0.7932;
21;0.7412;
22;0.6666;
23;0.6612;
24;0.5667;
